acc	gene	location	topology	both
Q8VDG7	Pafah2	Cytoplasm,Membrane,Endoplasmic reticulum membrane	Lipid-anchor	Lipid-anchor,Cytoplasm,Membrane,Endoplasmic reticulum membrane
P29341	Pabpc1	Cell projection,Cytoplasm,Stress granule,Nucleus,Lamellipodium		Cell projection,Cytoplasm,Stress granule,Nucleus,Lamellipodium
Q9Z184	Padi3	Cytoplasm		Cytoplasm
Q9CQX4	Pclaf	Nucleus,Cytoplasm,Perinuclear region		Nucleus,Cytoplasm,Perinuclear region
P70205	Adcyap1r1	Cell membrane	Multi-pass membrane protein	Multi-pass membrane protein,Cell membrane
Q61644	Pacsin1	Ruffle membrane,Cell projection,Cytoplasm,Membrane,Cytosol,Synapse,Cytoplasmic vesicle membrane,Cell junction,Cell membrane,Synaptosome	Peripheral membrane protein	Ruffle membrane,Cell projection,Cytoplasm,Membrane,Cytosol,Synapse,Cytoplasmic vesicle membrane,Peripheral membrane protein,Cell junction,Cell membrane,Synaptosome
Q9D9N8	Pradc1	Secreted		Secreted
Q60963	Pla2g7	Extracellular space,Secreted		Extracellular space,Secreted
Q9Z183	Padi4	Cytoplasmic granule,Nucleus,Cytoplasm		Cytoplasmic granule,Nucleus,Cytoplasm
Q8K212	Pacs1	Golgi apparatus,Trans-Golgi network		Golgi apparatus,Trans-Golgi network
Q8K3V4	Padi6	Cortical granule,Cytoplasm,Secretory vesicle,Nucleus,Cytoplasmic vesicle		Cortical granule,Cytoplasm,Secretory vesicle,Nucleus,Cytoplasmic vesicle
Q8K2T8	Paf1	Nucleus		Nucleus
Q3V3Q7	Pacs2	Mitochondrion,Endoplasmic reticulum		Mitochondrion,Endoplasmic reticulum
Q9WVE8	Pacsin2	Ruffle membrane,Cell projection,Cytoplasm,Cytoskeleton,Cytoplasmic vesicle membrane,Cell membrane,Caveola,Early endosome,Recycling endosome membrane,Membrane	Peripheral membrane protein	Ruffle membrane,Cell projection,Cytoplasm,Cytoskeleton,Peripheral membrane protein,Cytoplasmic vesicle membrane,Cell membrane,Caveola,Early endosome,Recycling endosome membrane,Membrane
P10601	Ppy	Secreted		Secreted
O35386	Phyh	Peroxisome		Peroxisome
Q8VE62	Paip1	Cytoplasm		Cytoplasm
Q3ULB5	Pak6	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q8VEB4	Pla2g15	Membrane,Secreted,Lysosome	Peripheral membrane protein	Membrane,Secreted,Lysosome,Peripheral membrane protein
Q9D6V8	Paip2	Cytoplasm		Cytoplasm
P70261	Pald1	Cytosol,Cytoplasm		Cytosol,Cytoplasm
P22777	Serpine1	Secreted		Secreted
O88643	Pak1	Centrosome,Ruffle membrane,Invadopodium,Cell projection,Cytoplasm,Cytoskeleton,Microtubule organizing center,Nucleus,Nucleoplasm,Lamellipodium,Cell junction,Cell membrane,Chromosome,Focal adhesion		Centrosome,Ruffle membrane,Invadopodium,Cell projection,Cytoplasm,Cytoskeleton,Microtubule organizing center,Nucleus,Nucleoplasm,Lamellipodium,Cell junction,Cell membrane,Chromosome,Focal adhesion
Q3U0P1	Palb2	Nucleus		Nucleus
Q91W45	Paip2b			
Q9CY58	Serbp1	Nucleus,Cytoplasm,Perinuclear region		Nucleus,Cytoplasm,Perinuclear region
P12388	Serpinb2	Extracellular space,Secreted,Cytoplasm		Extracellular space,Secreted,Cytoplasm
Q8CIN4	Pak2	Nucleus,Cytoplasm,Membrane,Perinuclear region	Lipid-anchor	Lipid-anchor,Cytoplasm,Nucleus,Perinuclear region,Membrane
Q9ET54	Palld	Growth cone,Cell projection,Cytoplasm,Podosome,Cytoskeleton,Axon,Z line,Lamellipodium,Sarcomere,Cell junction,Ruffle,Focal adhesion,Myofibril		Growth cone,Cell projection,Cytoplasm,Podosome,Cytoskeleton,Axon,Z line,Lamellipodium,Sarcomere,Cell junction,Ruffle,Focal adhesion,Myofibril
Q9JLB2	Pals1	Tight junction,Endomembrane system,Golgi apparatus,Cell projection,Adherens junction,Perikaryon,Axon,Apical cell membrane,Cell junction,Cell membrane	Peripheral membrane protein	Tight junction,Endomembrane system,Golgi apparatus,Cell projection,Adherens junction,Perikaryon,Axon,Peripheral membrane protein,Apical cell membrane,Cell junction,Cell membrane
Q8BR92	Palm2	Cell membrane	Lipid-anchor	Lipid-anchor,Cell membrane
Q61036	Pak3	Cytoplasm		Cytoplasm
A2TJV2	Palm3	Cytoplasm,Cell membrane	Lipid-anchor	Lipid-anchor,Cytoplasm,Cell membrane
Q8BU25	Pamr1	Secreted		Secreted
Q9JLB0	Pals2	Membrane	Peripheral membrane protein	Membrane,Peripheral membrane protein
Q9JHU2	Palmd	Dendrite,Cell projection,Cytoplasm,Dendritic spine		Dendrite,Cell projection,Cytoplasm,Dendritic spine
Q640Q5	Pan3	P-body,Cytoplasm		P-body,Cytoplasm
Q8BTW9	Pak4	Cytoplasm		Cytoplasm
Q9Z0P4	Palm	Filopodium membrane,Cell projection,Axon,Apicolateral cell membrane,Cell membrane,Dendritic spine,Basolateral cell membrane,Dendrite	Lipid-anchor	Filopodium membrane,Cell projection,Lipid-anchor,Axon,Apicolateral cell membrane,Cell membrane,Dendritic spine,Basolateral cell membrane,Dendrite
Q8BGF7	Pan2	P-body,Nucleus,Cytoplasm		P-body,Nucleus,Cytoplasm
Q8C015	Pak5	Mitochondrion,Nucleus,Cytoplasm		Mitochondrion,Nucleus,Cytoplasm
Q8CEG0	Panx3	Gap junction,Cell junction,Cell membrane	Multi-pass membrane protein	Multi-pass membrane protein,Gap junction,Cell junction,Cell membrane
Q8BXP5	Ankrd33	Cytosol,Nucleus,Cytoplasm		Cytosol,Nucleus,Cytoplasm
Q8C0L6	Paox	Peroxisome,Cytoplasm		Peroxisome,Cytoplasm
Q8K4K6	Pank1	Clathrin-coated vesicle,Cytoplasm,Nucleus,Nucleolus,Cytoplasmic vesicle,Recycling endosome		Clathrin-coated vesicle,Cytoplasm,Nucleus,Nucleolus,Cytoplasmic vesicle,Recycling endosome
Q9JIP4	Panx1	Gap junction,Cell junction,Cell membrane,Endoplasmic reticulum membrane	Multi-pass membrane protein	Multi-pass membrane protein,Gap junction,Cell junction,Cell membrane,Endoplasmic reticulum membrane
Q6IMP4	Panx2	Gap junction,Cell junction,Cell membrane	Multi-pass membrane protein	Multi-pass membrane protein,Gap junction,Cell junction,Cell membrane
Q7M753	Pank2	Cytosol,Cytoplasm		Cytosol,Cytoplasm
Q91VH1	Adipor1	Cell membrane	Multi-pass membrane protein	Multi-pass membrane protein,Cell membrane
Q61183	Papola	Nucleus		Nucleus
Q9CQY7	Mmd	Lysosome membrane,Late endosome membrane	Multi-pass membrane protein	Multi-pass membrane protein,Lysosome membrane,Late endosome membrane
Q9WVP6	Papolb	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q8BQS5	Adipor2	Cell membrane	Multi-pass membrane protein	Multi-pass membrane protein,Cell membrane
Q8R2W9	Pank3	Cytoplasm		Cytoplasm
Q6TCG8	Paqr3	Golgi apparatus membrane	Multi-pass membrane protein	Multi-pass membrane protein,Golgi apparatus membrane
Q8CIE4	Parp10	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q9D0D3	Mtpap	Mitochondrion,Cytoplasm		Mitochondrion,Cytoplasm
Q6PCL9	Papolg	Nucleus		Nucleus
P30558	F2r	Cell membrane	Multi-pass membrane protein	Multi-pass membrane protein,Cell membrane
Q9JJE4	Paqr4	Membrane	Multi-pass membrane protein	Multi-pass membrane protein,Membrane
Q8CFF0	Parp11	Nuclear pore complex,Nucleus		Nuclear pore complex,Nucleus
Q80YV4	Pank4	Cytoplasm		Cytoplasm
O88634	F2rl3	Cell membrane	Multi-pass membrane protein	Multi-pass membrane protein,Cell membrane
Q68ED3	Tent4b	Nucleolus,Nucleus,Cytoplasm		Nucleolus,Nucleus,Cytoplasm
Q9DCU0	Paqr5	Cell membrane	Multi-pass membrane protein	Multi-pass membrane protein,Cell membrane
Q8R4K8	Pappa	Secreted		Secreted
Q8BZ20	Parp12	Nucleus		Nucleus
Q6PB75	Tent4a	Nucleoplasm,Nucleus,Cytoplasm		Nucleoplasm,Nucleus,Cytoplasm
Q6TCG5	Paqr6	Cell membrane	Multi-pass membrane protein	Multi-pass membrane protein,Cell membrane
Q9Z101	Pard6a	Centrosome,Tight junction,Cytoplasm,Cytoskeleton,Microtubule organizing center,Cell junction,Cell membrane,Centriolar satellite		Centrosome,Tight junction,Cytoplasm,Cytoskeleton,Microtubule organizing center,Cell junction,Cell membrane,Centriolar satellite
Q80ZE4	Paqr7	Cell membrane	Multi-pass membrane protein	Multi-pass membrane protein,Cell membrane
Q2EMV9	Parp14	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q80ZE5	Paqr8	Cell membrane	Multi-pass membrane protein	Multi-pass membrane protein,Cell membrane
Q9JK83	Pard6b	Tight junction,Cell junction,Cytoplasm,Cell membrane		Tight junction,Cell junction,Cytoplasm,Cell membrane
Q60967	Papss1			
Q6TCG2	Paqr9	Cell membrane	Multi-pass membrane protein	Multi-pass membrane protein,Cell membrane
P55086	F2rl1	Cell membrane	Multi-pass membrane protein	Multi-pass membrane protein,Cell membrane
Q9JK84	Pard6g	Tight junction,Cell junction,Cytoplasm,Cell membrane		Tight junction,Cell junction,Cytoplasm,Cell membrane
Q8R189	Mmd2	Golgi apparatus membrane	Multi-pass membrane protein	Multi-pass membrane protein,Golgi apparatus membrane
Q99NH2	Pard3	Tight junction,Endomembrane system,Cytoplasm,Cell cortex,Adherens junction,Cytoskeleton,Cell junction,Cell membrane		Tight junction,Endomembrane system,Cytoplasm,Cell cortex,Adherens junction,Cytoskeleton,Cell junction,Cell membrane
Q7TMM8	Parp16	Endoplasmic reticulum membrane	Single-pass type IV membrane protein	Single-pass type IV membrane protein,Endoplasmic reticulum membrane
O88428	Papss2			
Q9CSB4	Pard3b	Tight junction,Endomembrane system,Cell junction		Tight junction,Endomembrane system,Cell junction
Q99LX0	Park7	Membrane raft,Mitochondrion,Cytoplasm,Nucleus,Cell membrane,Endoplasmic reticulum	Lipid-anchor	Membrane raft,Mitochondrion,Cytoplasm,Lipid-anchor,Nucleus,Cell membrane,Endoplasmic reticulum
O88622	Parg	Nucleus		Nucleus
O88554	Parp2	Nucleus,Chromosome		Nucleus,Chromosome
Q8VDG3	Parn	Nucleolus,Nucleus,Cytoplasm		Nucleolus,Nucleus,Cytoplasm
O08675	F2rl2	Cell membrane	Multi-pass membrane protein	Multi-pass membrane protein,Cell membrane
Q9EPC1	Parva	Cytoplasm,Cytoskeleton,Z line,Sarcomere,Cell membrane,Cell junction,Focal adhesion,Myofibril	Peripheral membrane protein	Cytoplasm,Cytoskeleton,Peripheral membrane protein,Z line,Sarcomere,Cell membrane,Cell junction,Focal adhesion,Myofibril
A2ARM1	Patl2	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q3ULW8	Parp3	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q6IRT3	Parpbp	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q5XJY4	Parl	Mitochondrion inner membrane,Nucleus	Multi-pass membrane protein	Multi-pass membrane protein,Mitochondrion inner membrane,Nucleus
D3YWX3	Pate13	Secreted		Secreted
Q3UW31	Pate2	Secreted		Secreted
Q9ES46	Parvb	Cell projection,Cytoplasm,Cytoskeleton,Z line,Lamellipodium,Sarcomere,Cell membrane,Cell junction,Focal adhesion,Myofibril	Peripheral membrane protein	Cell projection,Cytoplasm,Cytoskeleton,Peripheral membrane protein,Z line,Lamellipodium,Sarcomere,Cell membrane,Cell junction,Focal adhesion,Myofibril
Q3UN54	Pate14	Secreted		Secreted
B3GLJ3	Pate3	Secreted		Secreted
E9PYK3	Parp4	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q923D3	Parm1	Golgi apparatus membrane,Endosome membrane,Cell membrane	Single-pass type I membrane protein	Golgi apparatus membrane,Single-pass type I membrane protein,Endosome membrane,Cell membrane
Q9ERD8	Parvg	Cytoplasm,Cytoskeleton,Cell membrane,Cell junction,Focal adhesion	Peripheral membrane protein	Cytoplasm,Cytoskeleton,Peripheral membrane protein,Cell membrane,Cell junction,Focal adhesion
Q09098	Pate4	Secreted		Secreted
Q6P6P7	Parp6			
Q3UD82	Parp8			
Q8CAS9	Parp9	Cytosol,Nucleus,Cytoplasm		Cytosol,Nucleus,Cytoplasm
Q5NBY9	Patz1	Nucleus		Nucleus
Q8CEE6	Pask	Nucleus,Cytoplasm		Nucleus,Cytoplasm
P11103	Parp1	Nucleolus,Nucleus,Chromosome		Nucleolus,Nucleus,Chromosome
Q8C1B2	Tiparp	Nucleus		Nucleus
Q3TC46	Patl1	P-body,Cytoplasm,PML body,Nucleus,Nucleus speckle		P-body,Cytoplasm,PML body,Nucleus,Nucleus speckle
P32115	Pax4	Nucleus		Nucleus
Q925B0	Pawr	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q02650	Pax5	Nucleus		Nucleus
P09084	Pax1	Nucleus		Nucleus
P58501	Paxbp1	Nucleus		Nucleus
P47242	Pax9	Nucleus		Nucleus
P32114	Pax2	Nucleus		Nucleus
Q8K0Y7	Paxx	Nucleus,Chromosome		Nucleus,Chromosome
P63015	Pax6	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q6NZQ4	Paxip1	Nucleus matrix,Chromosome		Nucleus matrix,Chromosome
P47239	Pax7	Nucleus		Nucleus
P24610	Pax3	Nucleus		Nucleus
Q00288	Pax8	Nucleus		Nucleus
Q8VI36	Pxn	Cytoplasm,Cell cortex,Cytoskeleton,Cell junction,Focal adhesion		Cytoplasm,Cell cortex,Cytoskeleton,Cell junction,Focal adhesion
O08976	Pbsn	Secreted		Secreted
Q8BSQ9	Pbrm1	Nucleus		Nucleus
Q3TVI8	Pbxip1	Cytoskeleton,Nucleus,Cytoplasm		Cytoskeleton,Nucleus,Cytoplasm
Q9D0B6	Pbdc1			
Q9DB52	Pabir1	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q9DCG6	Pbld1			
Q9CXN7	Pbld2			
Q6NZE7	Pabir2			
P41778	Pbx1	Nucleus		Nucleus
Q6W8Q3	Pcp4l1			
O35984	Pbx2	Nucleus		Nucleus
Q6PAC4	Pcare	Cilium,Cell projection,Photoreceptor outer segment,Photoreceptor inner segment		Cilium,Cell projection,Photoreceptor outer segment,Photoreceptor inner segment
Q8BIZ0	Pcdh20	Cell membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Cell membrane
P60335	Pcbp1	Nucleus		Nucleus
Q91Y11	Pcdha9	Cell membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Cell membrane
O35317	Pbx3	Nucleus		Nucleus
Q99NE9	Pbx4	Nucleus		Nucleus
Q91Y20	Pcdha10	Cell membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Cell membrane
Q61990	Pcbp2	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q91ZA3	Pcca	Mitochondrion matrix		Mitochondrion matrix
O55134	Pcdh12	Secreted,Cell junction,Cell membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Secreted,Cell junction,Cell membrane
Q3TFD2	Lpcat1	Lipid droplet,Cell membrane,Golgi apparatus membrane,Endoplasmic reticulum membrane	Single-pass type II membrane protein	Single-pass type II membrane protein,Lipid droplet,Golgi apparatus membrane,Cell membrane,Endoplasmic reticulum membrane
P57722	Pcbp3	Cytoplasm		Cytoplasm
Q91XZ4	Pcdhb6	Cell membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Cell membrane
Q6PB90	Pcdhb14	Cell membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Cell membrane
Q91XY4	Pcdhga4	Cell membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Cell membrane
O88689	Pcdha4	Cell membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Cell membrane
P57724	Pcbp4	Cytoplasm		Cytoplasm
Q91XZ2	Pcdhb8	Cell membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Cell membrane
Q91Y02	Pcdhb18	Cell membrane	Single-pass membrane protein	Cell membrane,Single-pass membrane protein
Q99PJ1	Pcdh15	Secreted,Cell membrane	Single-pass type I membrane protein,Single-pass membrane protein	Single-pass type I membrane protein,Secreted,Cell membrane,Single-pass membrane protein
Q8BYI6	Lpcat2	Lipid droplet,Cell membrane,Golgi apparatus membrane,Endoplasmic reticulum membrane	Single-pass type II membrane protein	Single-pass type II membrane protein,Lipid droplet,Golgi apparatus membrane,Cell membrane,Endoplasmic reticulum membrane
Q91Y13	Pcdha7	Cell membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Cell membrane
Q99MN9	Pccb	Mitochondrion matrix		Mitochondrion matrix
E9PVD3	Dchs1	Cell membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Cell membrane
Q7TSK3	Pcdh8	Postsynaptic cell membrane,Cell projection,Synapse,Cell junction,Cell membrane,Presynaptic cell membrane,Dendrite	Single-pass type I membrane protein	Postsynaptic cell membrane,Single-pass type I membrane protein,Cell projection,Synapse,Cell junction,Cell membrane,Presynaptic cell membrane,Dendrite
Q8R023	Pcgf1	Nucleus		Nucleus
Q8VHR0	Pcdh18	Cell membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Cell membrane
A9Q751	Cfap221	Cytoskeleton,Cilium axoneme,Cytoplasm		Cytoskeleton,Cilium axoneme,Cytoplasm
P23798	Pcgf2	Nucleus		Nucleus
Q80TF3	Pcdh19	Cell membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Cell membrane
Q3UA06	Trip13			
Q8BTQ0	PcgF3	Nucleus,Nucleoplasm		Nucleus,Nucleoplasm
Q6PEM8	Slc46a1	Apical cell membrane,Cytoplasm	Multi-pass membrane protein	Multi-pass membrane protein,Apical cell membrane,Cytoplasm
Q3UK78	Pcgf5	Nucleus,Nucleoplasm		Nucleus,Nucleoplasm
Q8BFV2	Pcid2			
Q99NA9	Pcgf6	Nucleus		Nucleus
Q9Z2V4	Pck1	Cytosol,Endoplasmic reticulum,Cytoplasm		Cytosol,Endoplasmic reticulum,Cytoplasm
Q9R0L6	Pcm1	Centrosome,Cytoplasm,Cilium basal body,Microtubule organizing center,Cytoskeleton,Cytoplasmic granule,Centriolar satellite		Centrosome,Cytoplasm,Cilium basal body,Microtubule organizing center,Cytoskeleton,Cytoplasmic granule,Centriolar satellite
P17918	Pcna	Nucleus		Nucleus
P63054	Pcp4			
Q61398	Pcolce	Secreted		Secreted
Q3UBG2	Pid1	Cytoplasm		Cytoplasm
P59913	Pcmtd1	Cytoplasm,Membrane	Lipid-anchor	Lipid-anchor,Cytoplasm,Membrane
Q8R4W6	Pcolce2	Secreted		Secreted
Q6P8I4	Pcnp	Nucleus		Nucleus
P12660	Pcp2			
Q8BH04	Pck2	Mitochondrion		Mitochondrion
Q8BHD8	Pcmtd2	Cytoplasm		Cytoplasm
P48725	Pcnt	Microtubule organizing center,Cytoskeleton,Centrosome,Cytoplasm		Microtubule organizing center,Cytoskeleton,Centrosome,Cytoplasm
Q9QYX7	Pclo	Presynaptic active zone,Synapse,Cell junction		Presynaptic active zone,Synapse,Cell junction
Q7TMR0	Prcp	Lysosome		Lysosome
Q9QYC1	Pcnx1	Membrane	Multi-pass membrane protein	Multi-pass membrane protein,Membrane
Q9QXV0	Pcsk1n	Secreted,Golgi apparatus,Trans-Golgi network		Secreted,Golgi apparatus,Trans-Golgi network
Q61139	Pcsk7	Golgi apparatus,Trans-Golgi network membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Golgi apparatus,Trans-Golgi network membrane
Q5DU28	Pcnx2	Membrane	Multi-pass membrane protein	Multi-pass membrane protein,Membrane
Q8VI59	Pcnx3	Membrane	Multi-pass membrane protein	Multi-pass membrane protein,Membrane
P49586	Pcyt1a	Cytoplasm,Cytosol,Nucleus,Endoplasmic reticulum,Membrane	Peripheral membrane protein	Cytoplasm,Cytosol,Nucleus,Peripheral membrane protein,Endoplasmic reticulum,Membrane
Q3UVY5	Pcnx4	Membrane	Multi-pass membrane protein	Multi-pass membrane protein,Membrane
Q9CQF9	Pcyox1	Lysosome		Lysosome
Q9EP73	Cd274	Early endosome membrane,Recycling endosome membrane,Cell membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Early endosome membrane,Recycling endosome membrane,Cell membrane
P29121	Pcsk4	Cytoplasmic vesicle,Secretory vesicle,Acrosome membrane		Cytoplasmic vesicle,Secretory vesicle,Acrosome membrane
Q8C7K6	Pcyox1l	Secreted		Secreted
Q9WUL5	Pdcd1lg2	Cell membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Cell membrane
Q811Q9	Pcyt1b	Endoplasmic reticulum,Cytoplasm		Endoplasmic reticulum,Cytoplasm
Q9D5U0	Lpcat2b	Membrane	Multi-pass membrane protein	Multi-pass membrane protein,Membrane
Q9Z2J6	Ptgdr2	Cell membrane	Multi-pass membrane protein	Multi-pass membrane protein,Cell membrane
Q8VE70	Pdcd10	Cell membrane,Cytoplasm,Golgi apparatus membrane	Peripheral membrane protein	Cell membrane,Cytoplasm,Golgi apparatus membrane,Peripheral membrane protein
Q80W65	Pcsk9	Golgi apparatus,Cytoplasm,Endosome,Cell surface,Secreted,Lysosome,Endoplasmic reticulum		Golgi apparatus,Cytoplasm,Endosome,Cell surface,Secreted,Lysosome,Endoplasmic reticulum
Q04592	Pcsk5	Secreted,Endomembrane system	Single-pass type I membrane protein	Single-pass type I membrane protein,Secreted,Endomembrane system
P70263	Ptgdr	Cell membrane	Multi-pass membrane protein	Multi-pass membrane protein,Cell membrane
Q3TIU4	Pde12	Mitochondrion matrix		Mitochondrion matrix
P56812	Pdcd5			
Q922E4	Pcyt2			
Q61481	Pde1a			
Q8C5N5	Pdcd2l			
P12815	Pdcd6	Cytoplasm,Endosome,Nucleus,Cytoplasmic vesicle,COPII-coated vesicle membrane,Endoplasmic reticulum membrane	Peripheral membrane protein	Cytoplasm,Endosome,Nucleus,Cytoplasmic vesicle,Peripheral membrane protein,COPII-coated vesicle membrane,Endoplasmic reticulum membrane
Q02242	Pdcd1	Cell membrane	Single-pass type I membrane protein	Single-pass type I membrane protein,Cell membrane
Q01065	Pde1b	Cytoplasm		Cytoplasm
Q922S4	Pde2a	Cytoplasm,Mitochondrion matrix,Mitochondrion inner membrane,Cell membrane,Mitochondrion outer membrane	Lipid-anchor	Cytoplasm,Lipid-anchor,Mitochondrion matrix,Mitochondrion inner membrane,Cell membrane,Mitochondrion outer membrane
P27664	Pde6a	Cell membrane	Lipid-anchor	Lipid-anchor,Cell membrane
Q8CA95	Pde10a	Cytosol,Cytoplasm		Cytosol,Cytoplasm
P46718	Pdcd2	Nucleus		Nucleus
Q9WTY1	Pdcd7	Nucleus		Nucleus
P70453	Pde7a			
O55057	Pde6d	Cytoplasm,Cilium basal body,Cytoskeleton,Cytosol,Cytoplasmic vesicle membrane	Peripheral membrane protein	Cytoplasm,Cilium basal body,Cytoskeleton,Cytosol,Cytoplasmic vesicle membrane,Peripheral membrane protein
Q78Y63	Pdcl2			
Q64338	Pde1c	Lysosome		Lysosome
Q9QXQ1	Pde7b			
P23440	Pde6b	Membrane	Lipid-anchor	Lipid-anchor,Membrane
Q3UEI1	Pde4c	Cilium,Cell projection		Cilium,Cell projection
Q61823	Pdcd4	Nucleus,Cytoplasm		Nucleus,Cytoplasm
Q9Z0X4	Pde3a	Membrane	Multi-pass membrane protein	Multi-pass membrane protein,Membrane
Q8BVF2	Pdcl3	Endoplasmic reticulum,Cytoplasm,Perinuclear region		Endoplasmic reticulum,Cytoplasm,Perinuclear region
